Turma,Aluno,NP,NV,Período
2018151,20183005087,0,"8,6",10
2018151,20183005102,0,0,10
2018151,20183005336,0,0,10
2018151,20183005381,"9,8","2,9",10
2018151,20183005819,"9,8",10,10
2018151,20183005971,3,"8,2",10
2018151,20183006262,0,0,10
2018151,20183006324,"9,8","9,8",10
2018151,20183006567,10,"2,5",10
2018151,20183006834,--,--,10
2018151,20183007134,0,0,10
2018151,20183007143,--,--,10
2018151,20183007439,0,0,10
2018151,20183007528,0,0,10
2018160,20183000760,"8,5",10,10
2018160,20183001364,10,"0,7",10
2018160,20183002076,0,0,10
2018160,20183002399,0,0,10
2018160,20183002432,0,0,10
2018160,20183002441,0,0,10
2018160,20183002503,0,0,10
2018160,20183002530,"4,6","2,3",10
2018160,20183002586,0,0,10
2018160,20183002601,3,"3,1",10
2018160,20183002684,0,0,10
2018160,20183002746,10,"9,8",10
2018160,20183002791,"9,4","7,4",10
2018160,20183003224,0,0,10
2018160,20183003411,0,0,10
2018160,20183003529,0,0,10
2018160,20183003565,10,"3,3",10
2018160,20183003627,10,"3,5",10
2018160,20183003663,0,0,10
2018160,20183004910,0,0,10
2018160,20183004938,10,"6,1",10
2018160,20183005480,10,"2,6",10
2018160,20183005980,0,0,10
2018160,20183006217,0,0,10
2018160,20183006370,0,0,10
2018160,20183006754,0,0,10
2018160,20183006772,0,0,10
2018160,20183006781,--,--,10
2018160,20183006870,"8,5","4,9",10
2018160,20183007475,0,0,10
2018101,20183000670,9,7,11
2018101,20183000910,0,0,11
2018101,20183000948,0,0,11
2018101,20183001014,"8,5","4,4",11
2018101,20183001050,10,10,11
2018101,20183001103,10,"6,8",11
2018101,20183001631,0,"3,8",11
2018101,20183001829,--,--,11
2018101,20183002058,--,--,11
2018101,20183002254,8,"8,2",11
2018101,20183000509,"8,7","3,6",11
2018101,20183002559,0,0,11
2018101,20183002639,--,--,11
2018101,20183002853,"9,2","8,7",11
2018101,20183002998,10,"8,1",11
2018101,20183003206,0,0,11
2018101,20183003313,8,"9,3",11
2018101,20183004034,--,--,11
2018101,20183004197,10,0,11
2018101,20183004240,6,"1,4",11
2018101,20183004553,0,0,11
2018101,20183004811,10,1,11
2018101,20183004894,0,0,11
2018101,20183004929,9,"3,8",11
2018101,20183005425,"3,1","2,4",11
2018101,20183005748,0,0,11
2018101,20183005793,8,1,11
2018101,20183006020,0,0,11
2018101,20183006226,0,0,11
2018101,20183006398,0,0,11
2018101,20183007027,"9,6","8,4",11
2018101,20183007116,0,0,11
2018101,20183007340,0,0,11
2018101,20183007500,10,"9,2",11
2018101,20183011549,"8,5","2,4",11
2018101,20183014021,"9,4","5,4",11
2018101,20183015790,10,5,11
2018101,20183016376,--,--,11
2018101,20183019627,0,0,11
2018102,20183000723,0,"0,6",11
2018102,20183000741,"9,7","4,6",11
2018102,20183000803,0,0,11
2018102,20183000886,"8,7","2,3",11
2018102,20183000895,0,"0,4",11
2018102,20183000984,"8,5",8,11
2018102,20183001140,10,0,11
2018102,20183001168,"9,9","9,2",11
2018102,20183001346,9,"7,4",11
2018102,20183001453,10,"5,4",11
2018102,20183002423,--,--,11
2018102,20183002871,0,2,11
2018102,20183003289,0,1,11
2018102,20183003304,10,10,11
2018102,20183003467,0,"0,6",11
2018102,20183004114,--,--,11
2018102,20183004571,0,3,11
2018102,20183000545,"9,3","3,6",11
2018102,20183004885,0,0,11
2018102,20183005354,0,0,11
2018102,20183005882,--,--,11
2018102,20183006039,--,--,11
2018102,20183006084,0,"2,1",11
2018102,20183006360,"9,5","9,5",11
2018102,20183000572,0,0,11
2018102,20183006440,0,0,11
2018102,20183006594,0,0,11
2018102,20183006997,--,--,11
2018102,20183007009,0,0,11
2018102,20183007107,10,10,11
2018102,20183007546,10,10,11
2018102,20183007555,0,0,11
2018102,20183007760,--,0,11
2018102,20183012484,"8,7","6,5",11
2018102,20183014219,--,--,11
2018102,20183014246,"8,5","7,2",11
2018102,20183018586,10,0,11
2018102,20183018639,--,--,11
2018102,20183019242,--,--,11
2018103,20183000750,10,"4,6",11
2018103,20183000840,--,0,11
2018103,20183001524,0,0,11
2018103,20183001613,10,"7,6",11
2018103,20183001678,"6,7",10,11
2018103,20183002020,0,0,11
2018103,20183002764,0,0,11
2018103,20183002862,8,"5,4",11
2018103,20183003144,--,0,11
2018103,20183003233,10,"9,1",11
2018103,20183003420,"7,3",10,11
2018103,20183004052,"8,5","2,6",11
2018103,20183004105,0,0,11
2018103,20183004203,0,0,11
2018103,20183004590,5,"0,3",11
2018103,20183004983,"8,5","2,7",11
2018103,20183005167,"9,5","7,6",11
2018103,20183005720,"8,4","2,6",11
2018103,20183005917,0,0,11
2018103,20183006010,8,"6,4",11
2018103,20183006244,0,"1,4",11
2018103,20183006404,5,7,11
2018103,20183006585,0,0,11
2018103,20183007018,--,--,11
2018103,20183000536,5,"0,5",11
2018103,20183007250,"9,7","9,5",11
2018103,20183007466,0,"4,4",11
2018103,20183008605,10,1,11
2018103,20183009059,0,0,11
2018103,20183009326,"9,9","9,3",11
2018103,20183009498,0,0,11
2018103,20183010345,"8,5","6,1",11
2018103,20183012690,10,"6,5",11
2018103,20183014925,0,0,11
2018103,20183017847,0,0,11
2018103,20183020726,0,0,11
2018104,20183001079,0,0,11
2018104,20183001435,--,--,11
2018104,20183001570,0,0,11
2018104,20183001696,7,"5,7",11
2018104,20183001758,0,0,11
2018104,20183001838,8,"5,6",11
2018104,20183002002,0,0,11
2018104,20183002011,0,0,11
2018104,20183002100,0,0,11
2018104,20183002165,8,10,11
2018104,20183002450,9,"8,1",11
2018104,20183003387,7,"7,6",11
2018104,20183003921,9,10,11
2018104,20183004221,--,--,11
2018104,20183004393,0,0,11
2018104,20183004491,"9,7",10,11
2018104,20183004517,"8,5",1,11
2018104,20183004974,0,0,11
2018104,20183005200,0,0,11
2018104,20183005238,--,0,11
2018104,20183005523,--,--,11
2018104,20183005603,4,"3,5",11
2018104,20183005686,9,"9,3",11
2018104,20183005962,0,0,11
2018104,20183005990,0,0,11
2018104,20183006502,--,--,11
2018104,20183006638,--,--,11
2018104,20183006763,"9,5",2,11
2018104,20183007063,0,"0,5",11
2018104,20183007297,0,"1,3",11
2018104,20183007368,0,0,11
2018104,20183007401,10,"5,6",11
2018104,20183007537,0,0,11
2018104,20183008857,9,"7,1",11
2018104,20183011638,0,0,11
2018104,20183013196,7,"9,3",11
2018104,20183014747,0,0,11
2018104,20183016803,--,--,11
2018110,20183000812,"8,7","2,2",11
2018110,20183000939,9,10,11
2018110,20183001032,10,0,11
2018110,20183001060,10,"2,5",11
2018110,20183001275,10,"5,3",11
2018110,20183001284,10,0,11
2018110,20183001337,10,0,11
2018110,20183001391,0,0,11
2018110,20183001551,10,0,11
2018110,20183001669,"8,7","2,3",11
2018110,20183001909,9,10,11
2018110,20183002183,8,"1,4",11
2018110,20183002218,--,0,11
2018110,20183002380,--,--,11
2018110,20183002610,10,0,11
2018110,20183002906,10,0,11
2018110,20183002960,--,--,11
2018110,20183003968,10,0,11
2018110,20183003986,0,0,11
2018110,20183004259,10,0,11
2018110,20183004286,10,"4,6",11
2018110,20183004320,10,0,11
2018110,20183004526,10,0,11
2018110,20183004535,10,"7,8",11
2018110,20183004580,--,--,11
2018110,20183005130,10,0,11
2018110,20183005292,10,0,11
2018110,20183005363,"7,5","1,4",11
2018110,20183005588,10,8,11
2018110,20183006431,10,"0,2",11
2018110,20183006825,10,"1,4",11
2018110,20183006988,9,"5,2",11
2018110,20183007072,--,--,11
2018110,20183007279,"8,3",7,11
2018110,20183008104,10,0,11
2018110,20183017041,10,"4,3",11
2018110,20183000581,10,0,11
2018110,20183000438,0,0,11
2018110,20183000492,0,0,11
2018110,20183000465,"7,3","3,3",11
2018130,20183000616,"2,8",3,11
2018130,20183000643,"7,3","6,2",11
2018130,20183000652,0,0,11
2018130,20183001293,"5,1","1,1",11
2018130,20183001767,8,"6,6",11
2018130,20183001865,--,--,11
2018130,20183001883,0,0,11
2018130,20183001918,0,0,11
2018130,20183002915,"5,5","0,6",11
2018130,20183003091,0,0,11
2018130,20183003331,10,"8,5",11
2018130,20183003449,"8,5","8,1",11
2018130,20183003510,10,"5,6",11
2018130,20183003940,0,0,11
2018130,20183004061,0,"0,5",11
2018130,20183004419,--,0,11
2018130,20183004858,"7,2","4,2",11
2018130,20183005185,0,0,11
2018130,20183005345,0,0,11
2018130,20183005372,0,0,11
2018130,20183005416,0,0,11
2018130,20183005935,0,"0,2",11
2018130,20183005953,10,"3,7",11
2018130,20183006342,"8,5","4,8",11
2018130,20183007045,0,0,11
2018130,20183007591,0,1,11
2018130,20183020341,0,0,11
2018130,20183024814,0,0,11
2018130,20183024823,0,1,11
2018130,20183025160,"8,2","3,3",11
2018130,20183025428,0,0,11
2018130,20183025455,0,0,11
2018130,20183000474,0,0,11
2018140,20183000699,0,0,11
2018140,20183001186,0,0,11
2018140,20183001210,0,0,11
2018140,20183002343,0,0,11
2018140,20183002460,"8,5","4,2",11
2018140,20183002497,0,0,11
2018140,20183003672,0,0,11
2018140,20183003734,0,0,11
2018140,20183003770,"9,4","4,8",11
2018140,20183003780,"6,5","7,1",11
2018140,20183003823,8,3,11
2018140,20183003841,0,"4,2",11
2018140,20183003995,0,0,11
2018140,20183004339,10,"5,4",11
2018140,20183006271,10,10,11
2018140,20183006413,10,10,11
2018140,20183006469,"7,6","2,7",11
2018140,20183006558,8,"2,3",11
2018140,20183006979,0,2,11
2018140,20183026390,0,7,11
2018150,20183000868,"4,5","2,4",11
2018150,20183003019,0,0,11
2018150,20183003117,7,"6,7",11
2018150,20183003850,5,0,11
2018150,20183004366,10,"9,8",11
2018150,20183004482,10,9,11
2018150,20183005050,10,10,11
2018150,20183005194,--,--,11
2018150,20183005514,0,0,11
2018150,20183006709,10,10,11
2018150,20183006718,10,"9,3",11
2018150,20183006905,0,0,11
2018150,20183006932,10,10,11
2018150,20183007152,0,0,11
2018150,20183007260,0,0,11
2018150,20183018156,0,0,11
2018151,20183001711,--,--,11
2018151,20183001810,0,0,11
2018151,20183002263,10,10,11
2018151,20183002272,"7,2",1,11
2018151,20183002316,10,"3,6",11
2018151,20183003135,"7,8","5,5",11
2018151,20183003583,10,9,11
2018151,20183004375,"9,9","5,4",11
2018151,20183004384,7,"3,8",11
2018151,20183004722,0,0,11
2018151,20183004769,--,--,11
2018151,20183004778,--,--,11
2018151,20183004787,0,"0,5",11
2018151,20183004992,"9,3",10,11
2018151,20183005069,"9,5","2,8",11
2018151,20183005078,0,0,11
2018151,20183005087,5,10,11
2018151,20183005102,0,0,11
2018151,20183005336,0,"0,9",11
2018151,20183005381,"8,5",3,11
2018151,20183005819,9,10,11
2018151,20183005971,"7,5","8,5",11
2018151,20183006262,0,0,11
2018151,20183006324,"9,3",10,11
2018151,20183006567,0,"2,3",11
2018151,20183006834,--,--,11
2018151,20183007134,0,0,11
2018151,20183007143,--,--,11
2018151,20183007439,0,0,11
2018151,20183007528,0,0,11
2018160,20183000760,"9,3",10,11
2018160,20183001364,0,0,11
2018160,20183002076,0,0,11
2018160,20183002399,0,0,11
2018160,20183002432,0,0,11
2018160,20183002441,0,"0,2",11
2018160,20183002503,0,0,11
2018160,20183002530,"8,5","2,7",11
2018160,20183002586,0,0,11
2018160,20183002601,9,7,11
2018160,20183002684,0,0,11
2018160,20183002746,10,0,11
2018160,20183002791,10,"4,8",11
2018160,20183003224,0,0,11
2018160,20183003411,0,0,11
2018160,20183003529,0,0,11
2018160,20183003565,0,"3,1",11
2018160,20183003627,10,"6,4",11
2018160,20183003663,0,0,11
2018160,20183004910,0,0,11
2018160,20183004938,"9,8","9,2",11
2018160,20183005480,"8,5",3,11
2018160,20183005980,0,0,11
2018160,20183006217,0,0,11
2018160,20183006370,0,0,11
2018160,20183006754,0,0,11
2018160,20183006772,0,0,11
2018160,20183006781,--,--,11
2018160,20183006870,6,"8,8",11
2018160,20183007475,0,0,11
2018101,20183000670,10,2,12
2018101,20183000910,0,0,12
2018101,20183000948,0,0,12
2018101,20183001014,10,0,12
2018101,20183001050,10,"8,9",12
2018101,20183001103,0,3,12
2018101,20183001631,10,"4,7",12
2018101,20183001829,--,--,12
2018101,20183002058,--,--,12
2018101,20183002254,10,"3,7",12
2018101,20183000509,10,1,12
2018101,20183002559,10,0,12
2018101,20183002639,--,--,12
2018101,20183002853,10,"5,5",12
2018101,20183002998,10,"6,9",12
2018101,20183003206,0,0,12
2018101,20183003313,"7,6","8,2",12
2018101,20183004034,--,--,12
2018101,20183004197,0,0,12
2018101,20183004240,4,"2,6",12
2018101,20183004553,0,"0,3",12
2018101,20183004811,0,1,12
2018101,20183004894,0,0,12
2018101,20183004929,10,"0,3",12
2018101,20183005425,0,"2,8",12
2018101,20183005748,0,0,12
2018101,20183005793,10,"0,4",12
2018101,20183006020,0,0,12
2018101,20183006226,0,0,12
2018101,20183006398,0,0,12
2018101,20183007027,10,"5,5",12
2018101,20183007116,0,0,12
2018101,20183007340,0,0,12
2018101,20183007500,10,3,12
2018101,20183011549,10,0,12
2018101,20183014021,"7,6","2,2",12
2018101,20183015790,"9,4","3,6",12
2018101,20183016376,--,--,12
2018101,20183019627,0,0,12
2018102,20183000723,0,0,12
2018102,20183000741,0,0,12
2018102,20183000803,10,"3,8",12
2018102,20183000886,10,2,12
2018102,20183000895,0,0,12
2018102,20183000984,10,"6,2",12
2018102,20183001140,0,0,12
2018102,20183001168,0,"5,5",12
2018102,20183001346,10,"3,7",12
2018102,20183001453,10,"4,3",12
2018102,20183002423,--,--,12
2018102,20183002871,"7,5","2,9",12
2018102,20183003289,0,0,12
2018102,20183003304,10,10,12
2018102,20183003467,0,0,12
2018102,20183004114,--,--,12
2018102,20183004571,0,0,12
2018102,20183000545,10,"3,6",12
2018102,20183004885,0,0,12
2018102,20183005354,0,0,12
2018102,20183005882,--,--,12
2018102,20183006039,--,--,12
2018102,20183006084,0,"0,2",12
2018102,20183006360,0,"3,7",12
2018102,20183000572,0,0,12
2018102,20183006440,0,0,12
2018102,20183006594,0,0,12
2018102,20183006997,--,--,12
2018102,20183007009,0,0,12
2018102,20183007107,10,10,12
2018102,20183007546,"9,4","9,3",12
2018102,20183007555,0,0,12
2018102,20183007760,--,0,12
2018102,20183012484,0,"0,2",12
2018102,20183014219,--,--,12
2018102,20183014246,10,"8,2",12
2018102,20183018586,0,0,12
2018102,20183018639,--,--,12
2018102,20183019242,--,--,12
2018103,20183000750,10,"6,4",12
2018103,20183000840,--,0,12
2018103,20183001524,0,0,12
2018103,20183001613,10,"7,4",12
2018103,20183001678,0,"4,3",12
2018103,20183002020,0,0,12
2018103,20183002764,0,0,12
2018103,20183002862,"4,2","2,6",12
2018103,20183003144,--,0,12
2018103,20183003233,10,"3,4",12
2018103,20183003420,"9,5","9,9",12
2018103,20183004052,4,4,12
2018103,20183004105,0,0,12
2018103,20183004203,"2,5","0,4",12
2018103,20183004590,"3,3","0,2",12
2018103,20183004983,10,"1,8",12
2018103,20183005167,"9,2",7,12
2018103,20183005720,5,1,12
2018103,20183005917,0,0,12
2018103,20183006010,"6,2","5,5",12
2018103,20183006244,"4,2","2,2",12
2018103,20183006404,5,"6,3",12
2018103,20183006585,8,"2,3",12
2018103,20183007018,--,--,12
2018103,20183000536,10,"3,8",12
2018103,20183007250,0,"3,9",12
2018103,20183007466,"3,5","2,9",12
2018103,20183008605,0,0,12
2018103,20183009059,10,0,12
2018103,20183009326,10,"7,7",12
2018103,20183009498,0,0,12
2018103,20183010345,0,0,12
2018103,20183012690,10,"5,9",12
2018103,20183014925,0,0,12
2018103,20183017847,0,0,12
2018103,20183020726,"9,2","4,9",12
2018104,20183001079,0,0,12
2018104,20183001435,--,--,12
2018104,20183001570,"9,8","0,2",12
2018104,20183001696,9,"4,4",12
2018104,20183001758,0,0,12
2018104,20183001838,0,0,12
2018104,20183002002,0,0,12
2018104,20183002011,0,0,12
2018104,20183002100,0,0,12
2018104,20183002165,10,"8,7",12
2018104,20183002450,10,10,12
2018104,20183003387,"7,8","4,5",12
2018104,20183003921,"8,8",9,12
2018104,20183004221,--,--,12
2018104,20183004393,0,0,12
2018104,20183004491,"9,5",10,12
2018104,20183004517,9,"6,2",12
2018104,20183004974,0,0,12
2018104,20183005200,0,0,12
2018104,20183005238,--,0,12
2018104,20183005523,--,--,12
2018104,20183005603,0,0,12
2018104,20183005686,10,"6,8",12
2018104,20183005962,0,0,12
2018104,20183005990,0,0,12
2018104,20183006502,--,--,12
2018104,20183006638,--,--,12
2018104,20183006763,9,0,12
2018104,20183007063,0,"0,3",12
2018104,20183007297,"9,8","1,9",12
2018104,20183007368,0,0,12
2018104,20183007401,10,2,12
2018104,20183007537,0,0,12
2018104,20183008857,"9,2","8,2",12
2018104,20183011638,0,0,12
2018104,20183013196,0,0,12
2018104,20183014747,0,0,12
2018104,20183016803,--,--,12
2018110,20183000812,10,2,12
2018110,20183000939,10,"9,3",12
2018110,20183001032,0,0,12
2018110,20183001060,9,"1,6",12
2018110,20183001275,10,"2,2",12
2018110,20183001284,8,0,12
2018110,20183001337,0,0,12
2018110,20183001391,0,0,12
2018110,20183001551,9,0,12
2018110,20183001669,10,2,12
2018110,20183001909,10,"9,6",12
2018110,20183002183,10,0,12
2018110,20183002218,--,0,12
2018110,20183002380,--,--,12
2018110,20183002610,0,0,12
2018110,20183002906,0,0,12
2018110,20183002960,--,--,12
2018110,20183003968,0,0,12
2018110,20183003986,5,"0,2",12
2018110,20183004259,10,0,12
2018110,20183004286,10,"3,7",12
2018110,20183004320,0,0,12
2018110,20183004526,0,0,12
2018110,20183004535,8,"5,3",12
2018110,20183004580,--,--,12
2018110,20183005130,0,"0,2",12
2018110,20183005292,9,"1,2",12
2018110,20183005363,0,0,12
2018110,20183005588,8,4,12
2018110,20183006431,9,0,12
2018110,20183006825,10,0,12
2018110,20183006988,10,"4,6",12
2018110,20183007072,--,--,12
2018110,20183007279,10,"7,2",12
2018110,20183008104,0,0,12
2018110,20183017041,9,"8,2",12
2018110,20183000581,0,0,12
2018110,20183000438,0,0,12
2018110,20183000492,10,1,12
2018110,20183000465,10,1,12
2018130,20183000616,"6,8","3,3",12
2018130,20183000643,"5,7",2,12
2018130,20183000652,0,0,12
2018130,20183001293,"3,8","5,2",12
2018130,20183001767,10,"3,4",12
2018130,20183001865,--,--,12
2018130,20183001883,0,0,12
2018130,20183001918,"4,8",0,12
2018130,20183002915,"4,2","1,6",12
2018130,20183003091,"4,3",0,12
2018130,20183003331,10,0,12
2018130,20183003449,10,"6,8",12
2018130,20183003510,10,"3,3",12
2018130,20183003940,0,0,12
2018130,20183004061,0,0,12
2018130,20183004419,--,0,12
2018130,20183004858,"7,2",4,12
2018130,20183005185,0,0,12
2018130,20183005345,0,0,12
2018130,20183005372,0,0,12
2018130,20183005416,0,0,12
2018130,20183005935,"7,8",0,12
2018130,20183005953,10,2,12
2018130,20183006342,10,"2,4",12
2018130,20183007045,0,0,12
2018130,20183007591,0,0,12
2018130,20183020341,0,0,12
2018130,20183024814,0,0,12
2018130,20183024823,"7,1","0,3",12
2018130,20183025160,9,"0,6",12
2018130,20183025428,0,0,12
2018130,20183025455,0,0,12
2018130,20183000474,0,0,12
2018140,20183000699,0,0,12
2018140,20183001186,0,0,12
2018140,20183001210,0,0,12
2018140,20183002343,0,0,12
2018140,20183002460,10,3,12
2018140,20183002497,0,0,12
2018140,20183003672,0,0,12
2018140,20183003734,0,0,12
2018140,20183003770,"9,5","4,6",12
2018140,20183003780,10,"0,4",12
2018140,20183003823,10,0,12
2018140,20183003841,0,"1,4",12
2018140,20183003995,10,1,12
2018140,20183004339,10,"4,3",12
2018140,20183006271,10,10,12
2018140,20183006413,10,10,12
2018140,20183006469,"4,5","2,4",12
2018140,20183006558,"4,8",2,12
2018140,20183006979,10,0,12
2018140,20183026390,6,"1,8",12
2018150,20183000868,3,"3,6",12
2018150,20183003019,0,0,12
2018150,20183003117,6,"6,5",12
2018150,20183003850,0,0,12
2018150,20183004366,10,"3,9",12
2018150,20183004482,10,"4,2",12
2018150,20183005050,10,10,12
2018150,20183005194,--,--,12
2018150,20183005514,0,0,12
2018150,20183006709,10,10,12
2018150,20183006718,10,10,12
2018150,20183006905,0,0,12
2018150,20183006932,10,10,12
2018150,20183007152,0,0,12
2018150,20183007260,0,0,12
2018150,20183018156,0,0,12
2018151,20183001711,--,--,12
2018151,20183001810,0,0,12
2018151,20183002263,10,10,12
2018151,20183002272,0,0,12
2018151,20183002316,10,"2,6",12
2018151,20183003135,"5,8","4,7",12
2018151,20183003583,10,"9,5",12
2018151,20183004375,"9,8","3,6",12
2018151,20183004384,"6,7","3,7",12
2018151,20183004722,0,0,12
2018151,20183004769,--,--,12
2018151,20183004778,--,--,12
2018151,20183004787,0,"0,9",12
2018151,20183004992,10,10,12
2018151,20183005069,0,0,12
2018151,20183005078,0,0,12
2018151,20183005087,5,10,12
2018151,20183005102,0,0,12
2018151,20183005336,0,0,12
2018151,20183005381,"9,7",3,12
2018151,20183005819,10,"9,5",12
2018151,20183005971,"7,5","1,8",12
2018151,20183006262,0,0,12
2018151,20183006324,10,"9,3",12
2018151,20183006567,10,"1,1",12
2018151,20183006834,--,--,12
2018151,20183007134,0,0,12
2018151,20183007143,--,--,12
2018151,20183007439,0,0,12
2018151,20183007528,0,0,12
2018160,20183000760,10,10,12
2018160,20183001364,5,"5,6",12
2018160,20183002076,0,0,12
2018160,20183002399,0,0,12
2018160,20183002432,0,0,12
2018160,20183002441,0,0,12
2018160,20183002503,0,0,12
2018160,20183002530,"7,1","0,6",12
2018160,20183002586,0,0,12
2018160,20183002601,10,"3,1",12
2018160,20183002684,0,0,12
2018160,20183002746,10,0,12
2018160,20183002791,9,"6,7",12
2018160,20183003224,0,0,12
2018160,20183003411,0,0,12
2018160,20183003529,0,0,12
2018160,20183003565,"7,5","6,7",12
2018160,20183003627,7,"2,3",12
2018160,20183003663,0,0,12
2018160,20183004910,0,0,12
2018160,20183004938,5,"9,8",12
2018160,20183005480,"8,5","6,5",12
2018160,20183005980,0,0,12
2018160,20183006217,0,0,12
2018160,20183006370,0,0,12
2018160,20183006754,0,0,12
2018160,20183006772,0,0,12
2018160,20183006781,--,--,12
2018160,20183006870,4,"8,4",12
2018160,20183007475,0,0,12
2018101,20183000670,10,3,13
2018101,20183000910,0,0,13
2018101,20183000948,0,0,13
2018101,20183001014,10,"4,4",13
2018101,20183001050,10,10,13
2018101,20183001103,0,0,13
2018101,20183001631,9,"4,2",13
2018101,20183001829,--,--,13
2018101,20183002058,--,--,13
2018101,20183002254,"7,7","7,2",13
2018101,20183000509,5,"5,2",13
2018101,20183002559,0,0,13
2018101,20183002639,--,--,13
2018101,20183002853,"9,8","4,9",13
2018101,20183002998,10,"8,6",13
2018101,20183003206,0,0,13
2018101,20183003313,"8,3","3,3",13
2018101,20183004034,--,--,13
2018101,20183004197,0,0,13
2018101,20183004240,5,0,13
2018101,20183004553,0,0,13
2018101,20183004811,"9,5",0,13
2018101,20183004894,0,0,13
2018101,20183004929,10,"2,7",13
2018101,20183005425,0,0,13
2018101,20183005748,0,0,13
2018101,20183005793,0,0,13
2018101,20183006020,0,0,13
2018101,20183006226,0,0,13
2018101,20183006398,0,0,13
2018101,20183007027,10,"5,2",13
2018101,20183007116,0,0,13
2018101,20183007340,0,0,13
2018101,20183007500,8,"5,4",13
2018101,20183011549,0,2,13
2018101,20183014021,"9,5",2,13
2018101,20183015790,"9,5","3,1",13
2018101,20183016376,--,--,13
2018101,20183019627,0,0,13
2018102,20183000723,0,0,13
2018102,20183000741,10,3,13
2018102,20183000803,10,3,13
2018102,20183000886,"9,3",2,13
2018102,20183000895,10,0,13
2018102,20183000984,9,"7,2",13
2018102,20183001140,0,0,13
2018102,20183001168,10,"9,6",13
2018102,20183001346,7,4,13
2018102,20183001453,0,"0,4",13
2018102,20183002423,--,--,13
2018102,20183002871,10,0,13
2018102,20183003289,0,0,13
2018102,20183003304,10,10,13
2018102,20183003467,0,0,13
2018102,20183004114,--,--,13
2018102,20183004571,10,0,13
2018102,20183000545,10,"3,4",13
2018102,20183004885,10,0,13
2018102,20183005354,5,"0,2",13
2018102,20183005882,--,--,13
2018102,20183006039,--,--,13
2018102,20183006084,0,"0,7",13
2018102,20183006360,9,"7,4",13
2018102,20183000572,10,0,13
2018102,20183006440,10,0,13
2018102,20183006594,0,0,13
2018102,20183006997,--,--,13
2018102,20183007009,0,0,13
2018102,20183007107,10,10,13
2018102,20183007546,10,"7,2",13
2018102,20183007555,0,0,13
2018102,20183007760,--,0,13
2018102,20183012484,0,0,13
2018102,20183014219,--,--,13
2018102,20183014246,9,"6,3",13
2018102,20183018586,0,0,13
2018102,20183018639,--,--,13
2018102,20183019242,--,--,13
2018103,20183000750,10,"2,1",13
2018103,20183000840,--,0,13
2018103,20183001524,0,0,13
2018103,20183001613,0,"9,6",13
2018103,20183001678,0,"0,2",13
2018103,20183002020,0,0,13
2018103,20183002764,0,0,13
2018103,20183002862,10,0,13
2018103,20183003144,--,0,13
2018103,20183003233,10,"8,4",13
2018103,20183003420,8,"5,3",13
2018103,20183004052,10,"1,5",13
2018103,20183004105,0,0,13
2018103,20183004203,0,0,13
2018103,20183004590,10,0,13
2018103,20183004983,10,0,13
2018103,20183005167,10,0,13
2018103,20183005720,10,0,13
2018103,20183005917,0,0,13
2018103,20183006010,10,"3,9",13
2018103,20183006244,10,"1,3",13
2018103,20183006404,5,"5,9",13
2018103,20183006585,10,0,13
2018103,20183007018,--,--,13
2018103,20183000536,9,"2,6",13
2018103,20183007250,10,0,13
2018103,20183007466,10,0,13
2018103,20183008605,7,"1,9",13
2018103,20183009059,0,0,13
2018103,20183009326,10,"6,8",13
2018103,20183009498,0,0,13
2018103,20183010345,0,0,13
2018103,20183012690,10,"3,7",13
2018103,20183014925,10,0,13
2018103,20183017847,0,0,13
2018103,20183020726,10,2,13
2018104,20183001079,0,0,13
2018104,20183001435,--,--,13
2018104,20183001570,"1,5",0,13
2018104,20183001696,5,"0,2",13
2018104,20183001758,0,0,13
2018104,20183001838,5,0,13
2018104,20183002002,0,0,13
2018104,20183002011,0,0,13
2018104,20183002100,0,0,13
2018104,20183002165,9,10,13
2018104,20183002450,"5,7","9,7",13
2018104,20183003387,"7,5","2,2",13
2018104,20183003921,"6,5","7,3",13
2018104,20183004221,--,--,13
2018104,20183004393,0,0,13
2018104,20183004491,"9,5",10,13
2018104,20183004517,8,"2,2",13
2018104,20183004974,0,0,13
2018104,20183005200,0,0,13
2018104,20183005238,--,0,13
2018104,20183005523,--,--,13
2018104,20183005603,0,0,13
2018104,20183005686,5,"8,7",13
2018104,20183005962,0,0,13
2018104,20183005990,0,0,13
2018104,20183006502,--,--,13
2018104,20183006638,--,--,13
2018104,20183006763,5,0,13
2018104,20183007063,5,0,13
2018104,20183007297,5,"0,2",13
2018104,20183007368,5,0,13
2018104,20183007401,10,"3,4",13
2018104,20183007537,0,0,13
2018104,20183008857,5,"2,7",13
2018104,20183011638,0,0,13
2018104,20183013196,5,"1,9",13
2018104,20183014747,0,0,13
2018104,20183016803,--,--,13
2018110,20183000812,"8,2","3,9",13
2018110,20183000939,"8,2","1,5",13
2018110,20183001032,0,0,13
2018110,20183001060,0,"0,8",13
2018110,20183001275,"8,3","2,8",13
2018110,20183001284,0,0,13
2018110,20183001337,0,0,13
2018110,20183001391,0,0,13
2018110,20183001551,0,0,13
2018110,20183001669,"6,7",0,13
2018110,20183001909,"8,3",10,13
2018110,20183002183,10,"1,8",13
2018110,20183002218,--,0,13
2018110,20183002380,--,--,13
2018110,20183002610,0,0,13
2018110,20183002906,9,1,13
2018110,20183002960,--,--,13
2018110,20183003968,0,0,13
2018110,20183003986,0,"0,2",13
2018110,20183004259,10,"4,3",13
