Turma,Aluno,NP,NV,Período
2018140,20183003780,10,2,5
2018140,20183003823,10,0,5
2018140,20183003841,0,"0,2",5
2018140,20183003995,10,3,5
2018140,20183004339,"9,5",3,5
2018140,20183006271,"9,5","4,8",5
2018140,20183006413,"9,5",10,5
2018140,20183006469,"1,5",0,5
2018140,20183006558,0,0,5
2018140,20183006979,10,"1,5",5
2018140,20183026390,0,"3,1",5
2018150,20183000868,"1,7","2,4",5
2018150,20183003019,0,0,5
2018150,20183003117,5,0,5
2018150,20183003850,"1,7",1,5
2018150,20183004366,10,"3,5",5
2018150,20183004482,"9,5",10,5
2018150,20183005050,10,5,5
2018150,20183005194,9,"3,4",5
2018150,20183005514,4,"4,8",5
2018150,20183006709,"9,5",10,5
2018150,20183006718,10,"7,9",5
2018150,20183006905,0,0,5
2018150,20183006932,10,"1,8",5
2018150,20183007152,0,0,5
2018150,20183007260,0,0,5
2018150,20183018156,"5,5",7,5
2018151,20183001711,9,"5,3",5
2018151,20183001810,0,0,5
2018151,20183002263,"9,5","2,7",5
2018151,20183002272,"1,7",0,5
2018151,20183002316,10,3,5
2018151,20183003135,0,"4,1",5
2018151,20183003583,"9,5","0,9",5
2018151,20183004375,9,"2,6",5
2018151,20183004384,"7,8","3,2",5
2018151,20183004722,0,"3,9",5
2018151,20183004769,--,--,5
2018151,20183004778,"8,3","4,2",5
2018151,20183004787,0,0,5
2018151,20183004992,10,"4,4",5
2018151,20183005069,"9,3","3,2",5
2018151,20183005078,0,0,5
2018151,20183005087,10,"2,7",5
2018151,20183005102,0,0,5
2018151,20183005336,0,0,5
2018151,20183005381,"9,8","3,5",5
2018151,20183005819,10,"8,3",5
2018151,20183005971,0,"8,3",5
2018151,20183006262,0,"2,9",5
2018151,20183006324,10,"9,6",5
2018151,20183006567,10,"4,4",5
2018151,20183006834,10,3,5
2018151,20183007134,0,0,5
2018151,20183007143,--,--,5
2018151,20183007439,0,0,5
2018151,20183007528,0,0,5
2018160,20183000760,10,10,5
2018160,20183001364,10,"3,4",5
2018160,20183002076,0,0,5
2018160,20183002399,0,0,5
2018160,20183002432,0,0,5
2018160,20183002441,0,0,5
2018160,20183002503,"9,3","3,8",5
2018160,20183002530,"7,2","2,6",5
2018160,20183002586,"9,9",1,5
2018160,20183002601,10,"2,2",5
2018160,20183002684,5,"1,5",5
2018160,20183002746,10,"4,5",5
2018160,20183002791,9,"7,1",5
2018160,20183003224,0,0,5
2018160,20183003411,"8,5",3,5
2018160,20183003529,0,0,5
2018160,20183003565,9,"2,3",5
2018160,20183003627,9,"2,7",5
2018160,20183003663,9,"0,3",5
2018160,20183004910,0,3,5
2018160,20183004938,4,0,5
2018160,20183005480,5,"4,1",5
2018160,20183005980,0,0,5
2018160,20183006217,0,0,5
2018160,20183006370,0,0,5
2018160,20183006754,0,0,5
2018160,20183006772,0,0,5
2018160,20183006781,"5,5","3,4",5
2018160,20183006870,8,"8,6",5
2018160,20183007475,0,0,5
2018101,20183000670,"8,7","5,3",6
2018101,20183000910,7,2,6
2018101,20183000948,0,0,6
2018101,20183001014,"9,5",6,6
2018101,20183001050,10,7,6
2018101,20183001103,"6,8","2,9",6
2018101,20183001631,"8,5","5,1",6
2018101,20183001829,--,--,6
2018101,20183002058,--,0,6
2018101,20183002254,"8,7","4,1",6
2018101,20183000509,5,"3,6",6
2018101,20183002559,0,0,6
2018101,20183002639,0,0,6
2018101,20183002853,"9,3","5,6",6
2018101,20183002998,10,"7,8",6
2018101,20183003206,0,0,6
2018101,20183003313,10,"3,9",6
2018101,20183004034,0,0,6
2018101,20183004197,0,0,6
2018101,20183004240,7,"2,9",6
2018101,20183004553,0,"2,3",6
2018101,20183004811,"9,3",2,6
2018101,20183004894,0,0,6
2018101,20183004929,10,"7,6",6
2018101,20183005425,"5,5","4,7",6
2018101,20183005748,10,"5,3",6
2018101,20183005793,"9,8","2,6",6
2018101,20183006020,0,0,6
2018101,20183006226,0,0,6
2018101,20183006398,0,0,6
2018101,20183007027,"9,5","2,2",6
2018101,20183007116,0,0,6
2018101,20183007340,0,0,6
2018101,20183007500,"7,5","5,8",6
2018101,20183011549,0,2,6
2018101,20183014021,"9,8",2,6
2018101,20183015790,0,"4,4",6
2018101,20183016376,--,"6,1",6
2018101,20183019627,0,"6,6",6
2018102,20183000723,"9,5","1,5",6
2018102,20183000741,"9,7","4,6",6
2018102,20183000803,"9,6",3,6
2018102,20183000886,10,"5,5",6
2018102,20183000895,"9,7","3,9",6
2018102,20183000984,9,9,6
2018102,20183001140,0,0,6
2018102,20183001168,"9,5","5,8",6
2018102,20183001346,"8,3","6,1",6
2018102,20183001453,10,"3,4",6
2018102,20183002423,10,"7,4",6
2018102,20183002871,"9,7","9,2",6
2018102,20183003289,5,0,6
2018102,20183003304,10,10,6
2018102,20183003467,"9,3","2,6",6
2018102,20183004114,9,"8,2",6
2018102,20183004571,"9,9",3,6
2018102,20183000545,"9,6","3,5",6
2018102,20183004885,"9,6",10,6
2018102,20183005354,0,0,6
2018102,20183005882,--,--,6
2018102,20183006039,--,0,6
2018102,20183006084,"7,5","2,4",6
2018102,20183006360,"6,3",10,6
2018102,20183000572,"9,8",10,6
2018102,20183006440,0,0,6
2018102,20183006594,0,0,6
2018102,20183006997,"7,5","7,5",6
2018102,20183007009,0,0,6
2018102,20183007107,10,10,6
2018102,20183007546,"9,8",10,6
2018102,20183007555,8,"3,4",6
2018102,20183007760,--,0,6
2018102,20183012484,"9,8","7,2",6
2018102,20183014219,0,0,6
2018102,20183014246,"9,5","7,5",6
2018102,20183018586,4,"3,9",6
2018102,20183018639,10,"3,5",6
2018102,20183019242,0,0,6
2018103,20183000750,10,0,6
2018103,20183000840,--,0,6
2018103,20183001524,"4,9","4,5",6
2018103,20183001613,"2,5",2,6
2018103,20183001678,10,"1,3",6
2018103,20183002020,0,0,6
2018103,20183002764,"9,3","2,1",6
2018103,20183002862,9,"5,6",6
2018103,20183003144,--,0,6
2018103,20183003233,10,"9,6",6
2018103,20183003420,10,10,6
2018103,20183004052,"8,5","1,2",6
2018103,20183004105,0,0,6
2018103,20183004203,"8,3","6,2",6
2018103,20183004590,6,0,6
2018103,20183004983,"2,5","6,7",6
2018103,20183005167,"8,7","7,5",6
2018103,20183005720,8,"3,1",6
2018103,20183005917,8,1,6
2018103,20183006010,"7,7","5,6",6
2018103,20183006244,"8,7","2,8",6
2018103,20183006404,"6,2","6,1",6
2018103,20183006585,9,"2,3",6
2018103,20183007018,0,0,6
2018103,20183000536,10,"3,7",6
2018103,20183007250,10,"9,6",6
2018103,20183007466,"8,7","3,2",6
2018103,20183008605,"8,3",1,6
2018103,20183009059,0,0,6
2018103,20183009326,10,10,6
2018103,20183009498,0,0,6
2018103,20183010345,10,"4,9",6
2018103,20183012690,10,"4,5",6
2018103,20183014925,"9,5",10,6
2018103,20183017847,0,0,6
2018103,20183020726,"5,2","6,2",6
2018104,20183001079,10,"7,8",6
2018104,20183001435,0,0,6
2018104,20183001570,"9,1","1,8",6
2018104,20183001696,0,6,6
2018104,20183001758,0,0,6
2018104,20183001838,"9,3","5,8",6
2018104,20183002002,0,"1,1",6
2018104,20183002011,0,"0,8",6
2018104,20183002100,0,0,6
2018104,20183002165,9,10,6
2018104,20183002450,"8,3","5,8",6
2018104,20183003387,0,"3,6",6
2018104,20183003921,"8,2",10,6
2018104,20183004221,--,0,6
2018104,20183004393,0,"0,2",6
2018104,20183004491,"8,1","8,3",6
2018104,20183004517,"8,5","0,5",6
2018104,20183004974,0,0,6
2018104,20183005200,0,0,6
2018104,20183005238,--,0,6
2018104,20183005523,10,"9,9",6
2018104,20183005603,"4,5","3,4",6
2018104,20183005686,10,"8,1",6
2018104,20183005962,"4,3","2,7",6
2018104,20183005990,0,0,6
2018104,20183006502,"8,3",3,6
2018104,20183006638,0,0,6
2018104,20183006763,"7,4","3,6",6
2018104,20183007063,"9,8",6,6
2018104,20183007297,"7,4","2,4",6
2018104,20183007368,0,"0,2",6
2018104,20183007401,10,"7,4",6
2018104,20183007537,0,0,6
2018104,20183008857,"7,3","9,5",6
2018104,20183011638,0,0,6
2018104,20183013196,6,7,6
2018104,20183014747,0,0,6
2018104,20183016803,"7,3","7,9",6
2018110,20183000812,"8,3","6,2",6
2018110,20183000939,"8,3","2,3",6
2018110,20183001032,0,0,6
2018110,20183001060,"9,1",8,6
2018110,20183001275,7,"6,3",6
2018110,20183001284,"9,1","0,6",6
2018110,20183001337,9,"8,2",6
2018110,20183001391,0,0,6
2018110,20183001551,"8,9","5,9",6
2018110,20183001669,"8,7",3,6
2018110,20183001909,"9,3","7,2",6
2018110,20183002183,"8,5","2,9",6
2018110,20183002218,--,0,6
2018110,20183002380,--,"4,6",6
2018110,20183002610,0,0,6
2018110,20183002906,"8,9","2,2",6
2018110,20183002960,--,--,6
2018110,20183003968,0,0,6
2018110,20183003986,0,"0,2",6
2018110,20183004259,"9,9","5,2",6
2018110,20183004286,10,"0,7",6
2018110,20183004320,9,"0,6",6
2018110,20183004526,0,0,6
2018110,20183004535,"9,3","8,5",6
2018110,20183004580,--,--,6
2018110,20183005130,9,0,6
2018110,20183005292,9,0,6
2018110,20183005363,"7,4","2,1",6
2018110,20183005588,9,5,6
2018110,20183006431,"9,5","6,5",6
2018110,20183006825,10,8,6
2018110,20183006988,"9,2","6,4",6
2018110,20183007072,0,0,6
2018110,20183007279,"8,3",10,6
2018110,20183008104,0,0,6
2018110,20183017041,"9,1","8,8",6
2018110,20183000581,9,10,6
2018110,20183000438,0,0,6
2018110,20183000492,8,"7,9",6
2018110,20183000465,8,"2,7",6
2018130,20183000616,"8,6","2,5",6
2018130,20183000643,"8,2","2,2",6
2018130,20183000652,0,0,6
2018130,20183001293,"8,9","1,5",6
2018130,20183001767,9,"4,9",6
2018130,20183001865,--,--,6
2018130,20183001883,0,0,6
2018130,20183001918,"4,3","0,3",6
2018130,20183002915,2,"0,5",6
2018130,20183003091,"5,6","0,9",6
2018130,20183003331,10,"6,2",6
2018130,20183003449,7,"6,9",6
2018130,20183003510,"8,5","2,4",6
2018130,20183003940,0,"0,2",6
2018130,20183004061,"8,3","2,6",6
2018130,20183004419,--,0,6
2018130,20183004858,9,"3,5",6
2018130,20183005185,0,0,6
2018130,20183005345,"9,7",0,6
2018130,20183005372,10,"0,2",6
2018130,20183005416,0,0,6
2018130,20183005935,"7,9",0,6
2018130,20183005953,4,"4,6",6
2018130,20183006342,5,"1,1",6
2018130,20183007045,0,0,6
2018130,20183007591,0,0,6
2018130,20183020341,10,"0,3",6
2018130,20183024814,0,"1,9",6
2018130,20183024823,6,"2,7",6
2018130,20183025160,0,0,6
2018130,20183025428,"7,8",0,6
2018130,20183025455,0,"0,5",6
2018130,20183000474,0,0,6
2018140,20183000699,0,0,6
2018140,20183001186,0,0,6
2018140,20183001210,0,0,6
2018140,20183002343,0,0,6
2018140,20183002460,"4,5","6,1",6
2018140,20183002497,0,0,6
2018140,20183003672,0,0,6
2018140,20183003734,0,0,6
2018140,20183003770,"9,8","4,9",6
2018140,20183003780,0,"3,4",6
2018140,20183003823,9,"0,2",6
2018140,20183003841,0,0,6
2018140,20183003995,10,"4,4",6
2018140,20183004339,10,"4,1",6
2018140,20183006271,9,"8,2",6
2018140,20183006413,10,10,6
2018140,20183006469,0,0,6
2018140,20183006558,9,0,6
2018140,20183006979,10,"2,4",6
2018140,20183026390,0,"2,4",6
2018150,20183000868,8,2,6
2018150,20183003019,0,0,6
2018150,20183003117,9,"5,7",6
2018150,20183003850,0,"0,6",6
2018150,20183004366,10,"4,9",6
2018150,20183004482,9,10,6
2018150,20183005050,10,10,6
2018150,20183005194,6,"4,2",6
2018150,20183005514,0,"3,4",6
2018150,20183006709,10,8,6
2018150,20183006718,10,"7,7",6
2018150,20183006905,0,0,6
2018150,20183006932,10,"2,9",6
2018150,20183007152,0,0,6
2018150,20183007260,0,0,6
2018150,20183018156,9,6,6
2018151,20183001711,10,"6,6",6
2018151,20183001810,0,0,6
2018151,20183002263,8,"3,3",6
2018151,20183002272,0,0,6
2018151,20183002316,9,"1,1",6
2018151,20183003135,7,7,6
2018151,20183003583,9,"6,9",6
2018151,20183004375,"9,6","2,2",6
2018151,20183004384,"8,3","3,7",6
2018151,20183004722,0,0,6
2018151,20183004769,--,--,6
2018151,20183004778,"6,2","7,2",6
2018151,20183004787,0,0,6
2018151,20183004992,"8,9","5,5",6
2018151,20183005069,10,10,6
2018151,20183005078,0,0,6
2018151,20183005087,0,"2,8",6
2018151,20183005102,0,0,6
2018151,20183005336,0,0,6
2018151,20183005381,"9,6","3,6",6
2018151,20183005819,0,"9,9",6
2018151,20183005971,0,"7,8",6
2018151,20183006262,"5,3",4,6
2018151,20183006324,"8,5",10,6
2018151,20183006567,10,5,6
2018151,20183006834,5,"3,5",6
2018151,20183007134,0,0,6
2018151,20183007143,--,--,6
2018151,20183007439,0,0,6
2018151,20183007528,0,0,6
2018160,20183000760,10,10,6
2018160,20183001364,10,"0,6",6
2018160,20183002076,0,0,6
2018160,20183002399,0,0,6
2018160,20183002432,0,0,6
2018160,20183002441,0,0,6
2018160,20183002503,10,"5,6",6
2018160,20183002530,"5,3","3,5",6
2018160,20183002586,"9,8","1,2",6
2018160,20183002601,10,5,6
2018160,20183002684,0,0,6
2018160,20183002746,10,"5,5",6
2018160,20183002791,"9,6","7,2",6
2018160,20183003224,0,0,6
2018160,20183003411,0,"1,8",6
2018160,20183003529,0,0,6
2018160,20183003565,10,"2,2",6
2018160,20183003627,"9,5","1,9",6
2018160,20183003663,10,"0,2",6
2018160,20183004910,"9,5","7,5",6
2018160,20183004938,10,0,6
2018160,20183005480,10,"1,3",6
2018160,20183005980,0,0,6
2018160,20183006217,0,0,6
2018160,20183006370,0,0,6
2018160,20183006754,0,0,6
2018160,20183006772,0,0,6
2018160,20183006781,"8,1",0,6
2018160,20183006870,3,"4,3",6
2018160,20183007475,0,0,6
2018101,20183000670,"8,8","3,1",7
2018101,20183000910,0,0,7
2018101,20183000948,0,0,7
2018101,20183001014,0,2,7
2018101,20183001050,10,10,7
2018101,20183001103,"9,5",2,7
2018101,20183001631,"9,2","5,4",7
2018101,20183001829,--,--,7
2018101,20183002058,--,--,7
2018101,20183002254,9,"8,8",7
2018101,20183000509,"8,5",6,7
2018101,20183002559,0,0,7
2018101,20183002639,0,0,7
2018101,20183002853,"7,5","3,4",7
2018101,20183002998,10,9,7
2018101,20183003206,0,0,7
2018101,20183003313,"9,6","8,4",7
2018101,20183004034,0,0,7
2018101,20183004197,0,0,7
2018101,20183004240,"8,5",3,7
2018101,20183004553,"9,9","4,2",7
2018101,20183004811,10,2,7
2018101,20183004894,0,0,7
2018101,20183004929,"8,8","9,6",7
2018101,20183005425,"3,3","4,8",7
2018101,20183005748,"9,4","0,8",7
2018101,20183005793,"9,5","3,6",7
2018101,20183006020,0,0,7
2018101,20183006226,0,0,7
2018101,20183006398,0,0,7
2018101,20183007027,"9,4","2,9",7
2018101,20183007116,0,0,7
2018101,20183007340,0,0,7
2018101,20183007500,10,"7,4",7
2018101,20183011549,10,"4,2",7
2018101,20183014021,"9,8",2,7
2018101,20183015790,"9,7","4,6",7
2018101,20183016376,10,"4,9",7
2018101,20183019627,"9,7","6,3",7
2018102,20183000723,0,0,7
2018102,20183000741,10,"5,1",7
2018102,20183000803,10,"6,9",7
2018102,20183000886,10,"5,8",7
2018102,20183000895,"9,7","5,2",7
2018102,20183000984,9,"9,5",7
2018102,20183001140,0,0,7
2018102,20183001168,"9,8","8,8",7
2018102,20183001346,8,"6,1",7
2018102,20183001453,10,"4,8",7
2018102,20183002423,10,"6,5",7
2018102,20183002871,10,"7,7",7
2018102,20183003289,0,0,7
2018102,20183003304,10,10,7
2018102,20183003467,"9,1","2,3",7
2018102,20183004114,"9,2","8,9",7
2018102,20183004571,10,0,7
2018102,20183000545,10,"3,4",7
2018102,20183004885,0,"0,7",7
2018102,20183005354,0,0,7
2018102,20183005882,--,--,7
2018102,20183006039,10,0,7
2018102,20183006084,"3,7","1,3",7
2018102,20183006360,9,"9,3",7
2018102,20183000572,10,"8,6",7
2018102,20183006440,0,0,7
2018102,20183006594,0,0,7
2018102,20183006997,5,7,7
2018102,20183007009,0,0,7
2018102,20183007107,10,10,7
2018102,20183007546,"9,8","9,3",7
2018102,20183007555,0,0,7
2018102,20183007760,--,0,7
2018102,20183012484,"9,8","6,3",7
2018102,20183014219,0,0,7
2018102,20183014246,8,"8,4",7
2018102,20183018586,0,0,7
2018102,20183018639,10,"3,3",7
2018102,20183019242,0,0,7
2018103,20183000750,10,"5,4",7
2018103,20183000840,--,0,7
2018103,20183001524,"6,2","5,3",7
2018103,20183001613,0,"3,3",7
2018103,20183001678,"4,6","4,1",7
2018103,20183002020,0,0,7
2018103,20183002764,0,0,7
2018103,20183002862,"7,5","4,5",7
2018103,20183003144,--,0,7
2018103,20183003233,10,"9,5",7
2018103,20183003420,"9,2",8,7
2018103,20183004052,"8,5","3,3",7
2018103,20183004105,0,0,7
2018103,20183004203,"9,5","4,8",7
2018103,20183004590,"7,8",0,7
2018103,20183004983,0,"2,2",7
2018103,20183005167,10,"7,2",7
2018103,20183005720,2,"0,2",7
2018103,20183005917,0,0,7
2018103,20183006010,8,"7,5",7
2018103,20183006244,9,"2,3",7
2018103,20183006404,"9,5","5,8",7
2018103,20183006585,10,"2,1",7
2018103,20183007018,0,0,7
2018103,20183000536,0,1,7
2018103,20183007250,"9,2","9,6",7
2018103,20183007466,"2,5",2,7
2018103,20183008605,0,0,7
2018103,20183009059,9,"2,3",7
2018103,20183009326,10,"7,6",7
2018103,20183009498,0,0,7
2018103,20183010345,"9,5","5,6",7
2018103,20183012690,10,"7,2",7
2018103,20183014925,0,7,7
2018103,20183017847,0,0,7
2018103,20183020726,10,"7,1",7
2018104,20183001079,0,"9,6",7
2018104,20183001435,0,0,7
2018104,20183001570,"9,3",0,7
2018104,20183001696,"9,3","4,5",7
2018104,20183001758,0,0,7
2018104,20183001838,"9,1",8,7
2018104,20183002002,0,"0,4",7
2018104,20183002011,0,0,7
2018104,20183002100,0,0,7
2018104,20183002165,10,10,7
2018104,20183002450,"8,5","4,8",7
2018104,20183003387,"8,6","3,2",7
2018104,20183003921,"9,1",10,7
2018104,20183004221,10,0,7
2018104,20183004393,0,"0,5",7
2018104,20183004491,"9,7",10,7
2018104,20183004517,"8,3","4,8",7
2018104,20183004974,0,0,7
2018104,20183005200,0,0,7
2018104,20183005238,--,0,7
2018104,20183005523,10,8,7
2018104,20183005603,"7,4","0,2",7
2018104,20183005686,"9,2","6,9",7
2018104,20183005962,0,0,7
2018104,20183005990,0,0,7
2018104,20183006502,"8,6","3,3",7
2018104,20183006638,0,0,7
2018104,20183006763,"9,9","3,9",7
2018104,20183007063,"2,4","0,6",7
2018104,20183007297,"8,1","5,7",7
2018104,20183007368,0,0,7
2018104,20183007401,10,"3,9",7
2018104,20183007537,0,0,7
2018104,20183008857,"9,6","8,8",7
2018104,20183011638,0,0,7
2018104,20183013196,"9,1","8,6",7
2018104,20183014747,0,0,7
2018104,20183016803,"8,9","6,8",7
2018110,20183000812,"6,2","3,4",7
2018110,20183000939,"6,2",2,7
2018110,20183001032,0,0,7
2018110,20183001060,9,"4,2",7
2018110,20183001275,7,"1,2",7
2018110,20183001284,9,"0,6",7
2018110,20183001337,0,"1,7",7
2018110,20183001391,0,0,7
2018110,20183001551,0,"4,4",7
2018110,20183001669,"9,2","3,4",7
2018110,20183001909,"9,5","8,1",7
2018110,20183002183,6,"4,3",7
2018110,20183002218,--,0,7
2018110,20183002380,10,0,7
2018110,20183002610,0,0,7
2018110,20183002906,9,"3,2",7
2018110,20183002960,--,--,7
2018110,20183003968,0,0,7
2018110,20183003986,0,0,7
2018110,20183004259,"8,3",0,7
2018110,20183004286,10,"5,4",7
2018110,20183004320,0,0,7
2018110,20183004526,0,0,7
2018110,20183004535,0,"9,1",7
2018110,20183004580,--,--,7
2018110,20183005130,9,"0,7",7
2018110,20183005292,9,"2,4",7
2018110,20183005363,0,0,7
2018110,20183005588,9,8,7
2018110,20183006431,2,"3,2",7
2018110,20183006825,"9,7","5,6",7
2018110,20183006988,"9,2","5,8",7
2018110,20183007072,0,0,7
2018110,20183007279,"8,8",10,7
2018110,20183008104,0,0,7
2018110,20183017041,5,"9,2",7
2018110,20183000581,0,8,7
2018110,20183000438,0,0,7
2018110,20183000492,0,1,7
2018110,20183000465,8,"3,4",7
2018130,20183000616,10,"3,4",7
2018130,20183000643,10,"4,3",7
2018130,20183000652,10,0,7
2018130,20183001293,10,"1,3",7
2018130,20183001767,9,"4,7",7
2018130,20183001865,--,--,7
2018130,20183001883,10,0,7
2018130,20183001918,10,0,7
2018130,20183002915,10,0,7
2018130,20183003091,10,1,7
2018130,20183003331,"8,5","6,8",7
2018130,20183003449,"7,5",6,7
2018130,20183003510,"9,5","4,2",7
2018130,20183003940,10,0,7
2018130,20183004061,10,0,7
2018130,20183004419,--,0,7
2018130,20183004858,10,"4,4",7
2018130,20183005185,10,0,7
2018130,20183005345,10,"0,6",7
2018130,20183005372,0,0,7
2018130,20183005416,0,2,7
2018130,20183005935,10,0,7
2018130,20183005953,8,5,7
2018130,20183006342,9,"0,5",7
2018130,20183007045,10,0,7
2018130,20183007591,0,0,7
2018130,20183020341,10,0,7
2018130,20183024814,10,0,7
2018130,20183024823,10,0,7
2018130,20183025160,10,2,7
2018130,20183025428,10,0,7
2018130,20183025455,0,0,7
2018130,20183000474,10,0,7
2018140,20183000699,10,0,7
2018140,20183001186,0,0,7
2018140,20183001210,0,0,7
2018140,20183002343,10,0,7
2018140,20183002460,9,"6,5",7
2018140,20183002497,0,0,7
2018140,20183003672,10,0,7
2018140,20183003734,10,0,7
2018140,20183003770,10,"3,6",7
2018140,20183003780,6,"3,7",7
2018140,20183003823,9,"1,7",7
2018140,20183003841,10,0,7
2018140,20183003995,9,"3,6",7
2018140,20183004339,10,9,7
2018140,20183006271,8,5,7
2018140,20183006413,8,10,7
2018140,20183006469,0,0,7
2018140,20183006558,0,0,7
2018140,20183006979,8,"2,9",7
2018140,20183026390,5,"5,8",7
2018150,20183000868,"8,5",3,7
2018150,20183003019,0,0,7
2018150,20183003117,8,"4,6",7
2018150,20183003850,0,"1,5",7
2018150,20183004366,8,"4,2",7
2018150,20183004482,8,10,7
2018150,20183005050,10,10,7
2018150,20183005194,10,"0,2",7
2018150,20183005514,0,"0,9",7
2018150,20183006709,8,10,7
2018150,20183006718,10,10,7
2018150,20183006905,0,0,7
2018150,20183006932,10,"2,7",7
2018150,20183007152,0,0,7
2018150,20183007260,0,0,7
2018150,20183018156,0,0,7
2018151,20183001711,10,"4,9",7
2018151,20183001810,0,0,7
2018151,20183002263,7,"4,1",7
2018151,20183002272,0,0,7
2018151,20183002316,10,"3,7",7
2018151,20183003135,7,2,7
2018151,20183003583,8,"4,1",7
2018151,20183004375,"9,4","3,3",7
2018151,20183004384,"5,3","4,3",7
2018151,20183004722,0,0,7
2018151,20183004769,--,--,7
2018151,20183004778,8,"3,4",7
2018151,20183004787,0,0,7
2018151,20183004992,"9,9","6,5",7
2018151,20183005069,10,"8,9",7
2018151,20183005078,0,0,7
2018151,20183005087,10,0,7
2018151,20183005102,0,0,7
2018151,20183005336,0,0,7
2018151,20183005381,"8,9","0,5",7
2018151,20183005819,0,"5,6",7
2018151,20183005971,3,"9,4",7
2018151,20183006262,"8,1","4,4",7
2018151,20183006324,"9,9",10,7
2018151,20183006567,10,"5,4",7
2018151,20183006834,0,0,7
2018151,20183007134,0,0,7
2018151,20183007143,--,--,7
2018151,20183007439,0,0,7
2018151,20183007528,0,0,7
2018160,20183000760,10,10,7
2018160,20183001364,10,"2,7",7
2018160,20183002076,0,0,7
2018160,20183002399,0,0,7
2018160,20183002432,0,0,7
2018160,20183002441,0,0,7
2018160,20183002503,10,"4,7",7
2018160,20183002530,"8,1",2,7
2018160,20183002586,0,"0,2",7
2018160,20183002601,"9,6","4,4",7
2018160,20183002684,0,0,7
2018160,20183002746,10,"3,6",7
2018160,20183002791,0,"6,2",7
2018160,20183003224,0,0,7
2018160,20183003411,0,0,7
2018160,20183003529,0,0,7
2018160,20183003565,0,2,7
2018160,20183003627,"8,5","2,2",7
2018160,20183003663,0,0,7
2018160,20183004910,"3,5","5,8",7
2018160,20183004938,10,"0,5",7
2018160,20183005480,7,"0,7",7
2018160,20183005980,0,0,7
2018160,20183006217,0,0,7
2018160,20183006370,0,0,7
2018160,20183006754,0,0,7
2018160,20183006772,0,0,7
2018160,20183006781,9,0,7
2018160,20183006870,"8,5",6,7
2018160,20183007475,0,0,7
2018101,20183000670,"8,3","2,3",8
2018101,20183000910,0,0,8
2018101,20183000948,0,0,8
2018101,20183001014,"9,5","5,7",8
2018101,20183001050,10,"8,9",8
2018101,20183001103,10,4,8
2018101,20183001631,9,"5,6",8
2018101,20183001829,--,--,8
2018101,20183002058,--,--,8
2018101,20183002254,0,"1,5",8
2018101,20183000509,7,"5,2",8
2018101,20183002559,0,0,8
2018101,20183002639,0,0,8
2018101,20183002853,10,"3,3",8
2018101,20183002998,0,"6,8",8
2018101,20183003206,0,0,8
2018101,20183003313,"9,6","8,9",8
2018101,20183004034,0,0,8
2018101,20183004197,0,0,8
2018101,20183004240,7,"3,2",8
2018101,20183004553,0,"2,2",8
2018101,20183004811,10,3,8
2018101,20183004894,0,"0,7",8
2018101,20183004929,0,"4,8",8
2018101,20183005425,"5,1","3,6",8
2018101,20183005748,0,2,8
2018101,20183005793,"9,5","2,1",8
2018101,20183006020,0,0,8
2018101,20183006226,0,0,8
2018101,20183006398,0,0,8
2018101,20183007027,10,"5,8",8
2018101,20183007116,0,0,8
2018101,20183007340,0,0,8
2018101,20183007500,10,"7,6",8
2018101,20183011549,"9,5","7,2",8
2018101,20183014021,10,"3,6",8
2018101,20183015790,10,"5,4",8
2018101,20183016376,--,0,8
2018101,20183019627,"8,6","5,9",8
2018102,20183000723,"9,3",1,8
2018102,20183000741,"9,7","3,2",8
2018102,20183000803,"9,9","9,1",8
2018102,20183000886,"9,2","1,1",8
2018102,20183000895,"9,4","4,8",8
2018102,20183000984,9,10,8
2018102,20183001140,0,0,8
2018102,20183001168,"9,9","9,4",8
2018102,20183001346,0,"4,7",8
2018102,20183001453,10,"4,2",8
2018102,20183002423,"9,8","4,6",8
2018102,20183002871,10,"5,4",8
2018102,20183003289,10,"2,4",8
2018102,20183003304,10,10,8
2018102,20183003467,"7,9","1,9",8
2018102,20183004114,"8,5","6,1",8
2018102,20183004571,0,"2,9",8
2018102,20183000545,"6,8","5,4",8
2018102,20183004885,0,0,8
2018102,20183005354,0,0,8
2018102,20183005882,--,--,8
2018102,20183006039,--,0,8
2018102,20183006084,0,"2,9",8
2018102,20183006360,"9,3","8,5",8
2018102,20183000572,0,0,8
2018102,20183006440,0,0,8
2018102,20183006594,0,0,8
2018102,20183006997,0,5,8
2018102,20183007009,0,0,8
2018102,20183007107,0,10,8
2018102,20183007546,"8,6",10,8
2018102,20183007555,0,0,8
2018102,20183007760,--,0,8
2018102,20183012484,"9,8","6,3",8
2018102,20183014219,0,0,8
2018102,20183014246,"9,5","7,1",8
2018102,20183018586,"3,8",0,8
2018102,20183018639,10,"5,9",8
2018102,20183019242,0,0,8
2018103,20183000750,10,2,8
2018103,20183000840,--,0,8
2018103,20183001524,"6,3","3,1",8
2018103,20183001613,5,"2,7",8
2018103,20183001678,"8,4","2,8",8
2018103,20183002020,0,0,8
2018103,20183002764,"8,6","0,4",8
2018103,20183002862,"5,7","6,8",8
2018103,20183003144,--,0,8
2018103,20183003233,10,"8,5",8
2018103,20183003420,"9,6","8,5",8
2018103,20183004052,9,"2,8",8
2018103,20183004105,0,0,8
